filename,np_elaboration,verb_vac_frequency,determiners,vac_frequency,possessives
17894.txt,0.269894495932411,0.4337734925177829,0.2847172716663352,0.3956491405362721,0.153344244950964
17896.txt,0.5171740724853013,0.25368871884717625,0.3032542530683942,0.5772379902529703,0.08526408236273172
17897.txt,0.38694605082230826,0.47412210883939476,0.26186112636520864,0.3677233402028154,0.2908463231345737
17898.txt,0.1686614799782727,0.4176904062681906,0.1862898721680337,0.22624948068629447,0.10447841445591632
17899.txt,0.3274341049034672,0.38249703015422226,0.20932360262293104,0.36816752146491954,0.3722830993930205
17900.txt,0.28708892487914417,0.3852543842739492,0.28579070082883423,0.4294029348485709,0.24227208243095713
17901.txt,0.21967841052061948,0.39873586269786976,0.27581700442204105,0.4072124843061683,0.21288321060437934
17902.txt,0.26663672339863104,0.37553684756740147,0.3595502691774441,0.4469460776646503,0.12842880888246672
17903.txt,0.20046172792227587,0.6848263035839964,0.12968993221549957,0.40687047508433294,0.5313354903350676
17904.txt,0.23863599522121196,0.2682607023659772,0.4415477929830718,0.3873040205390766,0.25052830345866856
17905.txt,0.26301471284035804,0.47575365871267156,0.09206840957891171,0.42556820890285735,0.30425072625951893
17906.txt,0.2823580793485497,0.3529941614541988,0.22702497750208298,0.45750989256469454,0.0
17908.txt,0.32072079463451286,0.3886027990752798,0.45650392841854937,0.23513805980370364,0.02958331107990242
17909.txt,0.22847836108047906,0.29716650210506473,0.5470791215678539,0.406752549488394,0.15594619806020024
17910.txt,0.2788281456251517,0.5475589555236028,0.36583031198839094,0.5170306490683854,0.21195986315034354
17911.txt,0.3185512781676745,0.507892305711493,0.2972629144837753,0.3229965054529115,0.09616002291554365
17912.txt,0.058101114364785794,0.37498854279366434,0.16301583724563654,0.30955232128272886,0.0
17913.txt,0.19727584500145756,0.36969553575809005,0.3251230924568237,0.47048623464240213,0.14888125842895683
17914.txt,0.1932977480571233,0.4642216299572922,0.1572954977060132,0.49573262208783014,0.19323399373571767
17915.txt,0.21169530355926347,0.40013836390949764,0.1800576286645254,0.4014212752321585,0.7065042871185203
17916.txt,0.256130859457667,0.23269011876230922,0.1466706225976912,0.273817084654588,0.47015330796185373
17917.txt,0.41589711890819436,0.6283743101070751,0.38504301842749344,0.28374974364754185,0.07667212244525953
17918.txt,0.30953335341708776,0.39322366041633816,0.25970063917466807,0.3886561757246949,0.15101751888817272
17919.txt,0.22038486563772614,0.2979088021099116,0.35996560645465825,0.3580679071934176,0.20673123126804227
17920.txt,0.25468581415983826,0.8064900290929947,0.27880299975953166,0.4621825099655193,0.1627401472906418
17921.txt,0.2869085336558199,0.5854131100741903,0.3492176246704113,0.29962380228370056,0.06114591910188821
17922.txt,0.4459645989362867,0.5912873404517667,0.5712668239639382,0.34077168354302106,0.04917548697406346
17923.txt,0.29816222783027363,0.36832180295757455,0.3406489698065867,0.4514928583259773,0.17868650225983784
17924.txt,0.3899454016792674,0.39590753148360547,0.21139091490152148,0.481956878165547,0.0767250631378809
17926.txt,0.48198732380309717,0.5303220690477904,0.3054263723020043,0.4853444141803818,0.1893420993215405
17927.txt,0.3690375890080786,0.5482475399527117,0.30551642804492135,0.5328578295017854,0.0938970944825052
17928.txt,0.4010140124506544,0.32232866892629436,0.4311780560833121,0.41211181066889324,0.31256688526637333
17930.txt,0.18490326617965755,0.4139299073836124,0.3121537988818837,0.4162023655629599,0.47537995307972525
17931.txt,0.3614381289777978,0.50649989959986,0.24992370722627363,0.32054819189109296,0.18196939356604638
17932.txt,0.1922386341853817,0.351589027753308,0.26633877372374754,0.37239084328913935,0.3414131699078018
17933.txt,0.2240279834816385,0.615107606240399,0.32699909120840354,0.3512595724988558,0.0
17935.txt,0.2594245587487478,0.4805386756301254,0.1607467261947995,0.42703315796005265,0.29570110402669086
17936.txt,0.4729196222108593,0.1538887981583898,0.14492894523814767,0.287086165454848,0.373652068818257
17937.txt,0.34990163719400635,0.7748311922191284,0.5608933450261474,0.4987681585024225,0.0
17938.txt,0.23600038141288704,0.3899781926232475,0.30568067292438916,0.35164810114608414,0.0
17939.txt,0.33541339120572694,0.37792385585511246,0.4103498073241209,0.30515337624039623,0.31990732092400376
17940.txt,0.33195421995923025,0.3731300158553425,0.25296213418152114,0.38469594990647993,0.0942136235501504
17941.txt,0.3944096461649982,0.3750719976724881,0.18487808197898903,0.25967165330528597,0.16567560198097103
17942.txt,0.49853564684931645,0.4388865228144587,0.6934660950626594,0.3395506894746014,0.12011640404981798
17943.txt,0.46971027836964796,0.5549191426054022,0.27146174467334905,0.2584138316561612,0.20886566538367474
17944.txt,0.29524597747941655,0.28265327742740254,0.22240688921730828,0.26419238253727806,0.16936341031220625
17945.txt,0.5493132398445879,0.3076882370040279,0.19674222490774165,0.3670805341772197,0.2709705341851615
17946.txt,0.1689820825219862,0.5030413014487553,0.4256075158283255,0.2907363227904933,0.23738819766734023
17947.txt,0.39773793210783576,0.46407793900753463,0.38728586573644297,0.38052276311340194,0.318412868245588
17949.txt,0.3503444695435559,0.5344352923394624,0.440127844156042,0.5348406504338676,0.12221470207025915
17950.txt,0.21605626823043336,0.5987369370339354,0.5113414641352068,0.2944486970482383,0.0976037850243312
17951.txt,0.2783679013563128,0.45856934539511623,0.2616371446125503,0.7183581589650704,0.4349078251843276
17952.txt,0.2750336963014255,0.5822997113744344,0.4169951684778258,0.3264962214541958,0.13101857315052184
17953.txt,0.2635004202419308,0.3747372920128902,0.5219846748609845,0.4267638800715975,0.1813086723246263
17954.txt,0.29088874661447195,0.270789323562242,0.3915277759551122,0.4577055765618179,0.27835278945393427
17955.txt,0.6045835869431024,0.5040302870260986,0.4159341993437836,0.536672943495499,0.29704392757400505
17957.txt,0.4338576354031132,0.5056299998199738,0.16347176477193548,0.30923016119757807,0.17356518448897354
17959.txt,0.4177944678329706,0.5515522803608397,0.516287509831655,0.4743626585083963,0.1182693717985877
17961.txt,0.3243758423685104,0.4785795193789036,0.33106038568692897,0.4662671114766287,0.19957235247741967
17962.txt,0.36012825644980534,0.5614352092515716,0.3295859492542086,0.4585217135466172,0.07676402062110607
17963.txt,0.3288861960591535,0.4154884198024865,0.2546954503878898,0.408535832369619,0.1331284294506263
17964.txt,0.3313192775795344,0.5009142022973259,0.47624616596688985,0.26815637800495684,0.13715685185751414
17965.txt,0.4847338516329071,0.528849062188902,0.34971251863530284,0.31575969721779146,0.3155412045965141
17966.txt,0.26715142597859937,0.3369880203764475,0.2584778410131926,0.24938812220786072,0.2926318323592413
17967.txt,0.3034557396691835,0.5226690584870247,0.23151527444556652,0.5466531536356413,0.2862490377080131
17968.txt,0.33040107321165807,0.4398226455570374,0.28774595599510217,0.4080267451316882,0.2238203480042119
17969.txt,0.12314372872160759,0.5648929906853645,0.2752168327323494,0.3115630225480881,0.0
17970.txt,0.3027596159243939,0.5493707837336154,0.38130794957673064,0.24579617140713386,0.0
17971.txt,0.3350312081986547,0.2883496238377985,0.30548055301347105,0.32137872505456333,0.17711770298146012
17973.txt,0.4207810883485221,0.3791279225921351,0.5397406273946177,0.5561934655369181,0.1520102456382041
17974.txt,0.19981457959218368,0.37448990501768403,0.4062116134485429,0.2891214326659682,0.22900005527598252
17975.txt,0.5747939439158994,0.6340918071989263,0.39220238512494676,0.3747745199581555,0.44028956770298383
17976.txt,0.26365599424383745,0.4808503834395477,0.19979155263799114,0.32234088095316127,0.09281843698241826
17977.txt,0.3317452914971862,0.37657179702340815,0.1971594314540737,0.36209632345054255,0.21778933245357993
17978.txt,0.1844426683636975,0.45358863416199263,0.2089930765032928,0.4841284676689227,0.0
17979.txt,0.27781511951611326,0.524085426825387,0.0,0.29311203269124686,0.0
17980.txt,0.29576945354355944,0.5249835219427241,0.4558553517203364,0.4300341569210294,0.0747265260303267
17981.txt,0.3702298651336088,0.517345732299611,0.23089395330289036,0.477231365421805,0.16522990209625457
17982.txt,0.5229689003097635,0.6320122023416104,0.31754901910745775,0.5230199072750802,0.6589930526068398
17983.txt,0.2642207906372428,0.2945324525407079,0.2855537201738113,0.2662293524012382,0.3310435056569037
17984.txt,0.18644658680186868,0.5260983058287512,0.14415444760283025,0.43373042026695163,0.04826441425345543
17985.txt,0.4211399925096922,0.6228299560230388,0.5578469320106653,0.4836196815307904,0.4076359869493797
17986.txt,0.21246981347274058,0.5710617565864868,0.3019106287733697,0.3310736871340083,0.21318182639367414
17987.txt,0.15053099807346154,0.44482195337985003,0.22466531293337022,0.408568023163444,0.08617100209348086
17988.txt,0.05970517458621463,0.35824041440400234,0.20572030036083236,0.21577160840131016,0.1260186971638752
17989.txt,0.2761892666171801,0.3963747595303445,0.35641942988729475,0.3383166585784169,0.034588380918115974
17990.txt,0.17333254625611008,0.5933263664956858,0.315958352671189,0.39936951053923686,0.10171134725374668
17991.txt,0.331308663512613,0.3222787531622563,0.3158968851491564,0.39977680985923264,0.1902746833654484
17992.txt,0.15747425300949242,0.8535470818835038,0.11505039872705422,0.41900899021421545,0.0
17993.txt,0.3696283918524773,0.39128245008627144,0.4362361191173806,0.414376877269923,0.3874071461104639
17996.txt,0.4509637677395683,0.47279054447306246,0.43092192695969667,0.37276076257129354,0.18818628876335564
17997.txt,0.3923482001228263,0.4147406768253995,0.4670288099729364,0.38100287517070924,0.031069734011934025
17998.txt,0.40227620140826265,0.3559934007220478,0.5182625201607833,0.41846270228764776,0.1472486524540867
18000.txt,0.3067573236876388,0.27648065918990977,0.6061166364067937,0.38216294700273684,0.08076143671274291
18001.txt,0.22259586707703782,0.33608716194210675,0.10167562618380818,0.3696186511585947,0.4323924503112454
18002.txt,0.13758505191515022,0.3710924173965526,0.24123515164102508,0.38209787502131787,0.45200324554099325
18004.txt,0.18820337337409535,0.403993941937195,0.5184001367993986,0.3637041294196535,0.0
18005.txt,0.35820715012110854,0.4656352492606399,0.4356906859781712,0.4441399567545025,0.10417441737532428
18006.txt,0.41163735183747385,0.4962773193029667,0.3777798340347649,0.3849550551459407,0.29294459540547435
18008.txt,0.25598964380068356,0.43926109944375036,0.32863749362473127,0.21958981132286362,0.20839785280904216
18011.txt,0.4907795195679976,0.476825077782362,0.21627510663230887,0.36690222447145926,0.3452735852669243
18012.txt,0.4398229701995906,0.4118910882278778,0.3083284175734793,0.5479409683698349,0.0
18013.txt,0.2720832523481622,0.4880641629956409,0.2855881779772891,0.05213932988138187,0.15647842583044339
18014.txt,0.31215408683099344,0.42985377544663855,0.17011750309954018,0.3033274436208571,0.2638609354817074
18015.txt,0.6462857800510724,0.500000332852967,0.5591699902307685,0.4632591985899915,0.2190025539696867
18016.txt,0.0996499105380089,0.41123507619994826,0.17964014691130645,0.36137537916506823,0.33331462999944106
18017.txt,0.21290598852587894,0.4709152233084576,0.23728999040143367,0.3650053596559619,0.1771789317016549
18018.txt,0.3739698945644001,0.31939799871520974,0.3962336781746505,0.4628307405643435,0.3298081053845714
18019.txt,0.26893795527964404,0.32171758990070104,0.3431825457843445,0.2735012109505327,0.2564868866398514
18020.txt,0.19981166364688022,0.2791170675014724,0.383145693956205,0.20495173431638142,0.5150537511065196
18021.txt,0.24127782052746238,0.5719805207399542,0.2062066097531756,0.39872906909650885,0.20597325546278988
18022.txt,0.3107797341331806,0.4337796295474756,0.44923214256912425,0.32910492654003254,0.2322794388419682
18023.txt,0.19406564071843602,0.3565158930078717,0.24615968541918865,0.4329987502831742,0.035369172085604805
18025.txt,0.23345470325383044,0.41361460554116475,0.27075527847369485,0.24128848330602415,0.1126386100674628
18026.txt,0.2297816140147919,0.5042312791098524,0.08366269946784588,0.2494737263373205,0.23273999331020287
18028.txt,0.2475926048801676,0.3936028562893999,0.4977014730266584,0.36036534358217376,0.1151511290989006
18029.txt,0.3671681985341429,0.5948976679045672,0.2167766286422176,0.38812190020755305,0.3116965115078911
18030.txt,0.27392190945888606,0.4128947415023574,0.3479470125874866,0.4078501578573174,0.12454425103220758
18031.txt,0.5261460469288021,0.5647622471258558,0.5927397496560439,0.396457253470023,0.04447077549205408
18032.txt,0.20694634673346535,0.4571970076970575,0.38071165679544844,0.1344147984630983,0.1882249099914309
18033.txt,0.298444721085991,0.49629844526831873,0.32660393422460593,0.4693067317077488,0.08013096054311561
18034.txt,0.39794800613453235,0.46552594563417543,0.41995860432312837,0.3765317641220077,0.4226011860811982
18035.txt,0.36804686908384604,0.48787564496633173,0.32641821724885023,0.2840338646862059,0.08629373866856073
18036.txt,0.47370446382186393,0.8600925386912426,0.21124040340851397,0.4812803499099937,0.046694314260612296
18037.txt,0.1386700314868021,0.49218673636321997,0.16357127601622398,0.39089395345398975,0.4798444807056875
18038.txt,0.282314961711211,0.34915751570194864,0.506965875682854,0.315216211134006,0.054021143643434855
18039.txt,0.3997908667204142,0.36999995453606177,0.4998149077377293,0.4149946733785588,0.10719618289343377
18040.txt,0.3863842341154547,0.6162020358842188,0.46715621491789394,0.1716187851040659,0.1895684890399349
18041.txt,0.12499108844230847,0.22545456568840044,0.15047155372036625,0.308740354571591,0.2755577568000912
18042.txt,0.15713425909888032,0.4244792670486641,0.402843568901634,0.21630968368973913,0.060845100336646335
18043.txt,0.22465573647726458,0.49349336277149813,0.09227247517811973,0.3462398985166259,0.5265233778822557
18044.txt,0.45186035571568517,0.49347435648938065,0.19031109980606983,0.3566051792949955,0.15917348407990398
18045.txt,0.376794715812877,0.36664403687475755,0.4178364012529544,0.28979193387234903,0.2705888694183308
18046.txt,0.38919327951337707,0.5502736950209247,0.1442982747230319,0.5439393137143637,0.0
18047.txt,0.27488088589456655,0.3381445712901436,0.4756047251150939,0.3122111867051972,0.22351339474339033
18048.txt,0.5153548742551657,0.22026239223357882,0.5593994789588365,0.5633326255716815,0.05016811217661113
18049.txt,0.2962826888390168,0.6892104799789665,0.3226131370713939,0.4379517280742158,0.42304164853355264
18050.txt,0.30628941284259564,0.6374245599934066,0.4174316983406385,0.4001031331909354,0.08204282596665279
18051.txt,0.29709603078819546,0.4971362668038451,0.1308988343446161,0.37808965771670466,0.22052140052970617
18052.txt,0.39941547918083325,0.6257486509161775,0.15737321137303847,0.33810687642312587,0.4635710161463833
18053.txt,0.2991015113856064,0.4522659508321632,0.2876561674190014,0.34526406063844634,0.17449237744950538
18054.txt,0.22575442622773095,0.3682494873219783,0.39580303004912604,0.580827735370356,0.05595820197011564
18055.txt,0.2743356818914796,0.37978368996133066,0.2420580750944582,0.4126744680496438,0.015828581104267853
18056.txt,0.3596324013981394,0.348865669535949,0.2971561778645192,0.4912608792309241,0.09099057405519993
18057.txt,0.4627268565824615,0.5456644823769861,0.38922390129434775,0.46493220034397864,0.08979841469611238
18058.txt,0.47409589193330615,0.6185110771886935,0.7980780337244529,0.4859152984903589,0.04076437327254792
18060.txt,0.2655955392679389,0.46030307045906177,0.07894531517620185,0.3074242072030333,0.15453926420150632
18061.txt,0.3383420379719009,0.5152762558747996,0.34577048252385567,0.40768069599302037,0.17310247503806675
18062.txt,0.6505306904894174,0.3855179696178077,0.5357678667682354,0.5493418414396871,0.3273976322657388
18064.txt,0.2857072836731162,0.48254207259672544,0.26919243493817935,0.3377712495537522,0.04634342714585957
18065.txt,0.2730231729907677,0.4249263814752025,0.1498502210378241,0.32342938084591943,0.2532461719325465
18066.txt,0.29599825873825925,0.40396681529383377,0.48082558293095723,0.3718978900972233,0.15145543818050963
18067.txt,0.09221290696008128,0.28624079640211963,0.05357476960756097,0.3776472226913106,0.0
18068.txt,0.2566650161918316,0.42791019057655494,0.40274505301808466,0.4896141500233521,0.3511007380786336
18070.txt,0.26756071458294584,0.3125443621034323,0.35879921099639367,0.400636186346328,0.22969726960035508
18071.txt,0.4081217149725431,0.45775278081792864,0.3221923689629681,0.2704824108210302,0.23915880745835089
18072.txt,0.401693049790135,0.23625846849859464,0.4953075007200207,0.36604860050252824,0.1783595991496132
18073.txt,0.5404310404180737,0.47630900469584175,0.2902714010021765,0.368007575491226,0.7518681744222265
18074.txt,0.1810446439449447,0.36918449422810024,0.4970505295208416,0.3876349923431898,0.09066591327057233
18075.txt,0.17724315301277754,0.49617383821915767,0.1683045129623471,0.29360758500567957,0.20876965175427128
18076.txt,0.3057709883591045,0.37050508242555225,0.24229100095270384,0.2192084281406059,0.21801586953671556
18077.txt,0.1805101932638942,0.4429017303500057,0.26392472110433585,0.3924159028309149,0.470082463601626
18078.txt,0.2507451227480851,0.5165437396476102,0.263850365727502,0.38328875528050665,0.35591210512455906
18079.txt,0.31183721887401034,0.3849843644573212,0.3389833500014102,0.31173421205488966,0.19732269170668684
18080.txt,0.5520738178065367,0.27666183785851123,0.3762600215718821,0.33524886828392664,0.3641884357576256
18081.txt,0.3814566833960892,0.24129222344020151,0.25779436496974295,0.42705025444372147,0.27990427790858663
18082.txt,0.22155612263132973,0.2735246708129777,0.2450093059707198,0.3814654817113056,0.25458053433800554
18083.txt,0.3279659086749797,0.4252669183410756,0.4055162805711089,0.46538332316644354,0.051161789785848566
18084.txt,0.40577932567102276,0.41389564765395653,0.41050653852114866,0.4630126290427452,0.07724549574477706
18086.txt,0.29758747438177985,0.42901552578193425,0.44044231458577143,0.5099552155209629,0.13372962186463988
18087.txt,0.3070931158358679,0.5598631158886949,0.5381901886948391,0.28757064430801377,0.30572620225191716
18088.txt,0.1705209055920692,0.16408782004294048,0.0,0.13186778263449875,0.0
18089.txt,0.2854748983883308,0.34394793044875405,0.3606923975744106,0.49079520756780826,0.10885276634477947
18090.txt,0.33143070736311336,0.3689765220759902,0.3832060173761925,0.33419427735274365,0.15526558294138298
18091.txt,0.2243902660590535,0.38531281885492097,0.23935850022489139,0.30123623599919686,0.4356991447707491
18092.txt,0.4518572583896731,0.5200052371605163,0.25717368462069295,0.39999803400425776,0.16718722482775822
18093.txt,0.31227047717965944,0.3340713297303016,0.2930725559680786,0.4030461314955107,0.14748229538283958
18094.txt,0.3912622814517966,0.41503324037216593,0.4956483398855008,0.3279040467435074,0.20151999749194638
18095.txt,0.2931997720130782,0.4966471866293345,0.2899366419745502,0.3360278862998456,0.18896773037874456
18096.txt,0.2942823383497411,0.3902661268462285,0.26836643128640825,0.3259967149694578,0.20318587828031962
18097.txt,0.3568670666046106,0.49722329595697545,0.6012229506768851,0.374983759288977,0.06890183695399592
18098.txt,0.32572609124823076,0.5392632420725937,0.4315926039674778,0.3270146790268159,0.3907829889663276
18099.txt,0.21006839734704225,0.5132667469959223,0.16558169774849674,0.4977238903556127,0.12054007060881237
18100.txt,0.20072008687684118,0.35056903994373867,0.2366224056048019,0.3197985817362474,0.25595699693997565
18102.txt,0.21728736951888417,0.4833705693626128,0.13391406134511114,0.1540250039894746,0.46937543132803705
18103.txt,0.2200375047564576,0.5180771371770128,0.16498961834256057,0.46063332536765594,0.0733809199610691
18105.txt,0.34149689130614824,0.4634977075201608,0.1750037358258944,0.3121309211260918,0.18755505304272818
18106.txt,0.24216086780277096,0.4620366485483568,0.3622369517465235,0.29970087329145484,0.0
18107.txt,0.2271734851075301,0.5326048716000948,0.39991690072479547,0.48308367173881583,0.09162419432834655
18108.txt,0.0050465546326579624,0.0,0.0,0.0,0.0
18109.txt,0.08548219025705386,0.14096159390747925,0.29311265946183085,0.7829666126604864,0.28812881195068163
18110.txt,0.30879307515563953,0.46135850486698327,0.2709854165084048,0.37624379408281194,0.21076470687114313
18112.txt,0.24414850390763188,0.46066356337112463,0.11523300041192855,0.2547370466682022,0.15482212592626798
18114.txt,0.35978851746082513,0.5624804052674763,0.27379453620470706,0.4883681498278743,0.2970013299761586
18115.txt,0.21985072368979672,0.4782102953085994,0.21093806407376509,0.29688821831434087,0.18575153231669772
18116.txt,0.42724316398321005,0.5925479329642255,0.47917532268745994,0.2924500925965752,0.10123867218665772
18117.txt,0.2991582570535997,0.31620991932969117,0.4772550676510784,0.34232795782323855,0.0921038142157572
18118.txt,0.3803916916273023,0.4072710290860763,0.4582090732580464,0.3544486645600951,0.21359405538153206
18119.txt,0.3061681521855831,0.35602196769809874,0.44389525352863424,0.3785161916566073,0.18472144382961367
18120.txt,0.419034109993401,0.46986812859063914,0.5559832418504479,0.25115889430757954,0.2822712126042253
18121.txt,0.19992580748511496,0.4876352037863148,0.17930545007599089,0.3491566513567923,0.10089549736151274
18123.txt,0.4902342252431282,0.5481506666376743,0.15337974846348018,0.3986918215473159,0.0
18124.txt,0.32045962293476044,0.40730487664461135,0.30387856284719267,0.21961174411594853,0.059671883935304953
18126.txt,0.15086440965951164,0.24575207258802167,0.4326935757633282,0.22285802567618002,0.13777887843026806
18127.txt,0.35627873293139833,0.4080471575989374,0.49650845632713225,0.4373130531994416,0.16936409370259364
18128.txt,0.3784416248310053,0.5047045270739743,0.26549981931544636,0.3912498346637102,0.4977735854731926
18129.txt,0.2647817272812557,0.4957149111004953,0.29906019077594337,0.39695824914928035,0.3126166029143958
18130.txt,0.1452299271078803,0.3502489388336397,0.4204542190094066,0.4394844679330771,0.33123110073071643
18131.txt,0.36473963173700186,0.577632344973559,0.3728702754083172,0.39407366167901475,0.0970140009261076
18132.txt,0.2681462350990377,0.36663878865691296,0.5276114004062143,0.4182755961014882,0.22500746673963207
18133.txt,0.17868390774408952,0.09089431401858372,0.0,0.2825401227584526,0.7086419504441346
18134.txt,0.284286522620138,0.41762205552520193,0.3146017417703785,0.34083952215271845,0.0
18135.txt,0.24968390868893428,0.3524710371962631,0.48477278639577337,0.35018402021325873,0.0
18136.txt,0.5454426409978885,0.260182614865416,0.23762989294598433,0.434507043972961,0.3423144426917829
18137.txt,0.31419686522960355,0.43441233164606474,0.4831914506033092,0.3232667182232768,0.3211962342420069
18138.txt,0.22803352641018526,0.4505164927055212,0.09873772191372951,0.42420538261720797,0.13223995007802394
18140.txt,0.2596143518061985,0.6279865281855017,0.21837756976846198,0.5962101772287038,0.426653994209624
18141.txt,0.27803381211840644,0.40140669093343107,0.35961140658363705,0.43357294373007416,0.20783561044352727
18142.txt,0.38191605842075504,0.364054762455447,0.3792350841632665,0.3630559507740658,0.32828650652507396
18143.txt,0.2216912982413372,0.4776943178287824,0.19475168078387498,0.32662304716065993,0.0
18144.txt,0.05865441073127953,0.46785598396478895,0.32827166738598457,0.3019058817142136,0.06585314998905732
18146.txt,0.22227313121781056,0.353258912397213,0.28024598334151046,0.33600219763516886,0.09285740987910082
