filename,lemma_ttr,lexical_density_tokens,lexical_density_types,content_ttr,function_ttr,noun_ttr,verb_ttr,adj_ttr,adv_ttr,prp_ttr,argument_ttr,bigram_lemma_ttr,adjacent_overlap_all_sent,adjacent_overlap_all_sent_div_seg,adjacent_overlap_binary_all_sent,adjacent_overlap_2_all_sent,adjacent_overlap_binary_2_all_sent,adjacent_overlap_cw_sent,adjacent_overlap_binary_cw_sent,adjacent_overlap_2_cw_sent,adjacent_overlap_binary_2_cw_sent,adjacent_overlap_fw_sent,adjacent_overlap_binary_fw_sent,adjacent_overlap_binary_noun_sent,adjacent_overlap_2_noun_sent,adjacent_overlap_2_noun_sent_div_seg,adjacent_overlap_binary_2_noun_sent,adjacent_overlap_verb_sent,adjacent_overlap_verb_sent_div_seg,adjacent_overlap_binary_verb_sent,adjacent_overlap_2_verb_sent,adjacent_overlap_2_verb_sent_div_seg,adjacent_overlap_binary_2_verb_sent,adjacent_overlap_adj_sent_div_seg,adjacent_overlap_2_adj_sent,adjacent_overlap_2_adj_sent_div_seg,adjacent_overlap_adv_sent,adjacent_overlap_adv_sent_div_seg,adjacent_overlap_2_adv_sent,adjacent_overlap_binary_2_adv_sent,adjacent_overlap_pronoun_sent,adjacent_overlap_pronoun_sent_div_seg,adjacent_overlap_binary_pronoun_sent,adjacent_overlap_2_pronoun_sent,adjacent_overlap_binary_2_pronoun_sent,adjacent_overlap_argument_sent,adjacent_overlap_binary_argument_sent,adjacent_overlap_2_argument_sent,adjacent_overlap_binary_2_argument_sent,lda_1_all_sent,word2vec_1_all_sent,basic_connectives,conjunctions,lexical_subordinators,coordinating_conjuncts,addition,sentence_linking,order,reason_and_purpose,all_causal,positive_causal,opposition,determiners,all_demonstratives,attended_demonstratives,unattended_demonstratives,all_additive,all_logical,positive_logical,negative_logical,all_temporal,positive_intentional,all_positive,all_negative,all_connective,pronoun_density
17845.txt,0.18954068668421448,0.2824196580534757,0.6621904237150832,0.40697674479651164,0.1547980897926028,0.6380090498461539,0.526315789,0.923076923,0.55,0.181818182,0.22844444481258663,0.6319181737744114,0.3038194444444444,0.14814814814285715,1.0,0.4482758616206896,1.0,0.1671641792,0.5555555560000001,0.25403225846824595,0.875,0.3125,1.0,0.111111111,0.153846154,0.045454545454545456,0.25,0.14285714300000002,0.08888888880000001,0.444444444,0.23076923100000002,0.15000000000000002,0.625,0.0,0.090909091,0.10714285711224489,0.125,0.111111111,0.384615385,0.5,0.473684211,0.21428571427040816,0.7777777779999999,0.7222222220000001,0.875,0.333333333,0.7777777779999999,0.5,0.875,0.926199058,0.8507363239776599,0.3347826095965218,0.30434782669565213,0.32608696,0.2047101463377617,0.34239130065760864,0.34239130065760864,0.12934782418554344,0.07391304856347825,0.307065217667663,0.29891304270108693,0.07065217892934782,0.37499999928125,0.3124999985625,0.0,0.3124999985625,0.28093645526009775,0.3105590071428571,0.2318840533333333,0.138586952953125,0.30434782973913044,0.07744565730468747,0.3614130446385869,0.138586952953125,0.4514492777786473,0.24999999744444446
17846.txt,0.5422388005569401,0.4596478623203035,0.7725344644226383,0.8384615380807694,0.3257028872706122,0.8358974363076923,0.894736842,0.9090909090000001,1.0,0.272727273,0.6370731705635513,0.9089743590327085,0.2696871625,0.11904761904761904,1.0,0.294384057524532,1.0,0.1379310352,0.375,0.14858490598142687,0.571428571,0.311111111,1.0,0.25,0.16,0.10389610381818182,0.428571429,0.055555556,0.025,0.125,0.117647059,0.05714285720000001,0.28571428600000004,0.125,0.14285714300000002,0.1224489796793003,0.0,0.0,0.0,0.0,0.375,0.08035714285140305,0.375,0.625,0.7142857140000001,0.171428571,0.625,0.272727273,0.857142857,0.877513055,0.7743730396705291,0.1851239651557025,0.17355371582644627,0.08264463,0.0,0.1157024818842975,0.23140495676859502,0.09834711022123967,0.0,0.09338843213347106,0.45454545354545456,0.21487603778512393,0.42768594992613634,0.09504132421487603,0.1776859541446281,0.0,0.21360457536368527,0.35419126428571424,0.17630854399999998,0.21074380528822312,0.07713498810284665,0.11776859707283055,0.1446280988553719,0.31611569518233473,0.34325069034629935,0.042240588647893075
17847.txt,0.2714864617473631,0.2270781700962261,0.5695652183295276,0.5116279077441861,0.26004175749221825,0.5692307692307692,0.666666667,0.818181818,0.7692307690000001,0.28,0.3800000000744,0.7629540605878499,0.30573025833333334,0.16666666666666666,1.0,0.3879504503656625,1.0,0.184615384,0.6,0.2432432429695946,0.7777777779999999,0.305882353,0.9,0.2,0.25,0.16161616163636366,0.444444444,0.166666667,0.08000000000000002,0.4,0.272727273,0.1333333334,0.5555555560000001,0.0,0.1,0.09523809511564625,0.076923077,0.05,0.083333333,0.111111111,0.363636364,0.17142857141632653,0.7,0.6315789470000001,0.8888888890000001,0.222222222,0.7,0.39215686299999997,0.8888888890000001,0.852234762,0.8192285928145858,0.3481865287643524,0.29015543870984456,0.15544041000000003,0.19516406959604687,0.32642486767357515,0.14507772285492226,0.061658029626787555,0.21139895692352334,0.2341968962854922,0.11398963388601038,0.06735751093264249,0.47668393681088084,0.11917098064248707,0.11139896027720209,0.05958549032124354,0.3347947416387773,0.14803849285714285,0.11053540266666667,0.0,0.14507771619343696,0.07383419432545338,0.27202072422797924,0.0660621738701425,0.36891191792234884,0.10592976595292011
17849.txt,0.2898832684410438,0.28873755795615996,0.6721320055472574,0.5576923077211537,0.21101305605860676,0.6239316233846155,0.7,1.0,0.75,0.260869565,0.4013793100318345,0.8124320126074155,0.33972821805555553,0.1798941799047619,1.0,0.3818306006984859,1.0,0.2346666672,0.666666667,0.24230769184471151,0.75,0.307692308,1.0,0.444444444,0.272727273,0.20454545454545456,0.625,0.17857142899999998,0.11111111120000002,0.444444444,0.22727272699999998,0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.16666666670238092,0.666666667,0.6,0.75,0.254901961,0.666666667,0.375,0.75,0.8908466490000001,0.8408159798985801,0.33734939759036153,0.37951806862048193,0.060240959999999996,0.07563587171426449,0.33734939666265057,0.08433735091566265,0.14337349745987954,0.0,0.0680722849701807,0.06626505593373494,0.15662650884337348,0.6234939779646085,0.06927710379216868,0.0,0.06927710379216868,0.42817423318742426,0.12908777857142856,0.064257024,0.07680722355835846,0.1124498014832664,0.08584336750640062,0.27409638522590357,0.07680722355835846,0.46465863403298524,0.092369477070058
17850.txt,0.2857305384602566,0.40233918051738593,0.7428644502828682,0.5056818177471591,0.1928351712729186,0.7186813181538461,0.571428571,0.833333333,0.692307692,0.36842105299999994,0.5469230774543692,0.8714932132875043,0.4525593013888889,0.4603174603333334,1.0,0.40625000003385414,1.0,0.296296296,1.0,0.2596153848425481,1.0,0.513513514,1.0,0.666666667,0.058823529000000006,0.09090909090909091,0.5,0.25,0.2666666666,0.666666667,0.363636364,0.4,0.5,0.333333333,0.0,0.0,0.111111111,0.1666666665,0.333333333,1.0,0.571428571,0.28571428562244894,1.0,0.4,1.0,0.25,1.0,0.14285714300000002,1.0,0.9928528059999999,0.7980497934902293,0.5894736833852633,0.6549707563450291,0.05847953,0.14684859700079422,0.6959064343040936,0.28654971071345026,0.41754385831298235,0.15906432109099417,0.26432748756081864,0.5146198854853801,0.2280701797719298,0.538011694729532,0.13450291859649127,0.0,0.13450291859649127,0.7179487161262327,0.41771094285714283,0.43664717866666664,0.1491228006425439,0.3274853777699805,0.08333332977083335,0.5321637434678361,0.1491228006425439,0.8674463905237166,0.23911631056039273
17851.txt,0.27770983814850453,0.3289440993574333,0.6463094042610339,0.4882352937558823,0.25561465762686886,0.4896810510769231,0.6875,1.0,0.875,0.25925925899999996,0.2860606058456728,0.7488947844173749,0.3284534527777778,0.11904761904761904,0.857142857,0.3585131896965428,0.923076923,0.22857142880000003,0.571428571,0.21874999947265622,0.692307692,0.283783784,0.7142857140000001,0.35714285700000004,0.25,0.11188811181818181,0.538461538,0.1,0.0428571428,0.214285714,0.17857142899999998,0.076923077,0.307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.09183673477915452,0.35714285700000004,0.611111111,0.615384615,0.264150943,0.571428571,0.41666666700000005,0.846153846,0.9254877859999999,0.7820905747150627,0.3840000014784001,0.44000000056,0.17142857,0.0,0.3999999986,0.20000000279999997,0.0,0.1554285651026286,0.12914285262285713,0.3142857186857143,0.07428571792571427,0.3614285732439286,0.13142856610571432,0.0,0.13142856610571432,0.44307692516449704,0.2857142857142857,0.18285714133333333,0.07285714608107141,0.10666666280888888,0.08142857503178569,0.31999999817999997,0.1457142794121429,0.508571429792,0.1752380936998942
17852.txt,0.2247633940403559,0.39293715629822557,0.7604096994828703,0.4358974362820513,0.1299392104030549,0.5282051286153848,0.5277777779999999,1.0,0.7692307690000001,0.23076923100000002,0.3800000000744,0.7844129549330686,0.3354804083333333,0.1488095238095238,0.9375,0.4344919789528743,1.0,0.192592592,0.625,0.27272727221590903,0.8666666670000001,0.356435644,0.875,0.25,0.24,0.14545454545454548,0.533333333,0.181818182,0.07500000000000001,0.375,0.3125,0.1333333334,0.666666667,0.0,0.0,0.0,0.076923077,0.03125,0.153846154,0.133333333,0.545454545,0.1607142857028061,0.625,0.6,0.666666667,0.226666667,0.625,0.333333333,0.8,0.920366797,0.817990919700281,0.3423580767783406,0.42794759657205234,0.17467249,0.0,0.489082971510917,0.3056768536943231,0.311790390352489,0.0,0.0,0.2882096027117904,0.1703056808296943,0.5272925792000546,0.25109170074672493,0.2816593949366812,0.10043667569868998,0.42324487411808476,0.43668122142857135,0.4192139733333333,0.16703057078957423,0.24454148165938863,0.0,0.29039301170960696,0.16703057078957423,0.5700145555346531,0.49102377467065617
17853.txt,0.585765239450531,0.4974637667102204,0.6701406654051659,0.7735849061132076,0.4617763486873078,0.803076923076923,0.8,1.0,1.0,0.8,0.7862068967056552,0.9616734135630297,0.18939393888888886,0.08163265304761905,0.7142857140000001,0.19578313301631525,0.833333333,0.12307692320000002,0.28571428600000004,0.11479591798565049,0.333333333,0.21621621600000002,0.7142857140000001,0.28571428600000004,0.12,0.09090909090909091,0.333333333,0.14285714300000002,0.05714285720000001,0.28571428600000004,0.14285714300000002,0.06666666660000001,0.333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.030612244926384844,0.14285714300000002,0.2,0.166666667,0.10344827599999999,0.428571429,0.137931034,0.5,0.863109757,0.5282817106049136,0.29166666410000003,0.21874999978124998,0.20833332999999998,0.0,0.21874999978124998,0.21874999978124998,0.12395833795697918,0.2833333278933333,0.0,0.11458333688541666,0.0,0.658854166561849,0.11979167014062499,0.0,0.11979167014062499,0.40384615322485207,0.29761905,0.11111111466666665,0.0,0.38888889251851855,0.0,0.25520833424479167,0.3984374977089844,0.5562499994808333,0.2129629645720165
17854.txt,0.2706909236539314,0.28972972825291654,0.7061352664326012,0.551724137724138,0.1796569691821508,0.6153846153846154,0.625,1.0,0.916666667,0.177777778,0.23946666717126402,0.8614827193964852,0.23148148194444443,0.10822510823809524,0.818181818,0.29753521094146124,0.9,0.16000000000000003,0.545454545,0.16500000035437498,0.6,0.214285714,0.636363636,0.181818182,0.068965517,0.03636363636363637,0.2,0.162162162,0.10909090900000001,0.454545455,0.257142857,0.18000000000000002,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.15584415577458255,0.545454545,0.608695652,0.8,0.188679245,0.545454545,0.32,0.8,0.963446833,0.8517467508811362,0.423783784582919,0.37837837762162163,0.43243243,0.27147147519666337,0.2648648657351351,0.4162162125837838,0.2572973031636757,0.29405405825902703,0.3664864825162162,0.17837837582162167,0.28108108571891893,0.24864864793378377,0.12432432612702705,0.0,0.12432432612702705,0.384199580639693,0.42471042142857146,0.34594594133333334,0.2756756789148649,0.25225225233633636,0.23108107667128383,0.3405405391594594,0.2756756789148649,0.5131531497877238,0.4972972955567567
17856.txt,0.22346947330098071,0.19167969816117392,0.5384403032484634,0.4499999997749999,0.18280366305330287,0.5897435901538461,0.590909091,1.0,0.6,0.272727273,0.3800000000744,0.7361575628357965,0.3810226152777778,0.1341991341904762,1.0,0.39206349219933867,1.0,0.21538461600000003,0.545454545,0.2109374999736328,0.8,0.37096774200000004,0.818181818,0.363636364,0.16,0.07272727272727274,0.4,0.15789473699999998,0.0545454546,0.272727273,0.294117647,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42105263200000004,0.15584415577458255,0.454545455,0.5555555560000001,0.7,0.27906976699999997,0.545454545,0.341463415,0.8,0.881611375,0.8346593873599606,0.08057553820661872,0.05035971494964028,0.14388489,0.0,0.10071942289928056,0.10071942289928056,0.0,0.0,0.0,0.0,0.0,0.7032374104339029,0.16546762300359713,0.0,0.16546762300359713,0.09297177493388957,0.2569373071428571,0.0,0.0,0.13429256417905674,0.10251799066052154,0.07553956892446043,0.1834532336951439,0.12805755494714627,0.36770583494768627
17857.txt,0.2245351028730273,0.1860762867114587,0.51915393741109,0.4428571437785714,0.20104095263152183,0.5755968172307693,0.56,0.833333333,0.7,0.27777777800000003,0.3800000000744,0.7078189305206287,0.35555555555555557,0.19047619047619047,1.0,0.3939393943661616,1.0,0.1866666672,0.75,0.26590909046676137,1.0,0.352941176,1.0,0.375,0.166666667,0.10389610381818182,0.428571429,0.13636363599999998,0.07500000000000001,0.375,0.333333333,0.2,0.857142857,0.0,0.25,0.1224489796793003,0.125,0.0625,0.166666667,0.14285714300000002,0.333333333,0.10714285713520408,0.375,0.6,0.7142857140000001,0.18918918899999998,0.375,0.294117647,0.7142857140000001,0.966454175,0.7948130760960765,0.20613496910527612,0.21472392878527607,0.42944784999999996,0.07702794382011667,0.17177913882822085,0.3435582846564417,0.0730061314869325,0.3337423261320246,0.3466257719665644,0.2699386467300614,0.2392638037607362,0.5644171783021472,0.07055214328834358,0.0,0.07055214328834358,0.23784804148023378,0.35056967857142857,0.327198368,0.15644172135046008,0.22903885230538515,0.0,0.27914110322085883,0.15644172135046008,0.4732106321583367,0.1567825512636522
17858.txt,0.18843802168415008,0.3393078954037514,0.6811594212345936,0.37499999981250004,0.13515957479470037,0.39962476553846166,0.53125,0.7,0.923076923,0.347826087,0.31999999980159993,0.7105851414932146,0.32731776388888884,0.11746031747619046,0.8666666670000001,0.3802428251150203,1.0,0.2976744192,0.7333333329999999,0.25753012084280874,0.857142857,0.273972603,0.7333333329999999,0.46666666700000003,0.28571428600000004,0.12987012981818183,0.642857143,0.20689655199999998,0.08000000000000002,0.333333333,0.25,0.1,0.428571429,0.066666667,0.1,0.061224489411078706,0.0,0.0,0.0,0.0,0.27777777800000003,0.07142857135204081,0.26666666699999997,0.4375,0.35714285700000004,0.25,0.7333333329999999,0.34,0.857142857,0.852713408,0.8372580511170581,0.2285714306514286,0.21428571478571426,0.30612245,0.0,0.25000000175,0.17857142782142854,0.24285714098714284,0.0,0.0,0.1122449018877551,0.06632653293367347,0.5867346936135204,0.1760204024719388,0.10969388128061223,0.11734694264795917,0.36263736221132714,0.2915451928571428,0.27210884266666663,0.0,0.28571428704761903,0.07270408383195151,0.24999999824999997,0.13010204475191325,0.45408163077619046,0.18253968391887126
